a,b,a_desc,b_desc,combined,visual,silhouette,color,text
G1-18,G2-21,ハーモニカの生物,サンゴ鐘の生物,0.57128,0.66016,0.67997,0.64193,0.42627
U2-29,G4-04,青いランタンを持つフード幽霊,嵐をまとう幽霊船,0.57117,0.79406,0.84443,0.7476,0.20751
U4-25,U6-24,雷をまとった青いオオカミ,水をまとった青い海竜,0.57116,0.81577,0.86028,0.77477,0.17207
G5-22,G5-29,多色の門を操る次元王,赤黒の宇宙操り人形皇帝,0.57112,0.79998,0.84029,0.76284,0.19771
U2-11,U6-03,魔女帽子をかぶった黒いカラス,青白い大ワシ,0.57108,0.73882,0.82399,0.66018,0.29741
U4-27,G4-25,歯車を内蔵した森のゴーレム,星空球を抱く巨像,0.57102,0.78373,0.83946,0.73231,0.22397
G4-26,G5-01,多数の王冠をまとう王,笑顔で手を差し伸べる白ひげ王,0.571,0.79372,0.85002,0.74175,0.2076
G3-02,G4-25,ティーポットゴーレム,星空球を抱く巨像,0.57097,0.74472,0.75478,0.73546,0.28747
U4-15,G4-25,結晶装甲の岩ゴーレム,星空球を抱く巨像,0.57092,0.76462,0.8295,0.7047,0.25488
U2-08,U3-14,紫の鬼火に包まれたドクロ,青い鬼火をまとった白い霊体,0.57081,0.80964,0.83511,0.78614,0.18113
U3-10,U4-08,青い鬼火をまとったガイコツ,鎌を持つ騎乗死神,0.57071,0.66621,0.75257,0.58644,0.41491
U6-29,G5-27,王冠と杖を持つ黒いリッチ王,舞台ごと現れた夢劇場の王,0.57068,0.83282,0.86531,0.80291,0.14297
U2-01,U4-01,葉を生やした緑のスライム,王冠とローブをまとったスライム王,0.57058,0.72705,0.87685,0.58881,0.31527
U2-21,U3-27,岩の体と赤いハサミを持つヤドカリ,苔むした小型岩ゴーレム,0.57054,0.79968,0.86205,0.74218,0.19666
U4-06,G4-29,溶岩でできた巨大ゴーレム,火山炉の城塞巨人,0.57051,0.81772,0.82577,0.81033,0.16717
U2-10,U4-06,太陽のような炎の精,溶岩でできた巨大ゴーレム,0.5704,0.78162,0.80552,0.75955,0.22579
G4-01,G4-06,大聖堂の鐘を宿す巨像,黒曜石の音楽箱獣,0.57039,0.85078,0.80824,0.89008,0.11292
G3-17,G4-14,城入りスノードームゴーレム,日時計の巨像,0.57037,0.76532,0.85227,0.6851,0.25231
G3-10,G4-14,道路標識ゴーレム,日時計の巨像,0.57028,0.72903,0.74321,0.71598,0.31125
U1-25,U4-23,骨が見える青いゾンビ魚,王冠と杖を持つリッチ王,0.57027,0.72406,0.72799,0.7205,0.31934
G5-10,G5-12,白毛の巨大獣王,仮面とカードを操る道化王,0.57018,0.76356,0.81451,0.71651,0.25466
U3-24,U4-28,氷をまとった青白いヒツジ,結晶翼を持つ青紫ドラゴン,0.57014,0.85241,0.87026,0.83598,0.10961
U6-14,G3-28,舌を出す白い幽霊,鏡の霊体,0.57013,0.75906,0.86464,0.66162,0.26186
U5-24,G4-29,火山を背負った溶岩ガメ,火山炉の城塞巨人,0.56992,0.78805,0.76554,0.8089,0.21402
U2-27,G2-07,氷をまとった白フクロウ,雪の結晶の子,0.56991,0.84133,0.8313,0.85064,0.12706
G2-19,G2-22,クルミ殻の精,松ぼっくりの精,0.56988,0.87458,0.92359,0.82941,0.07272
G4-18,G4-29,時計塔の怪物,火山炉の城塞巨人,0.56983,0.74247,0.71584,0.76711,0.28816
U5-17,U6-24,氷でできた青いドラゴン,水をまとった青い海竜,0.56966,0.7143,0.76994,0.66297,0.33366
U1-28,U3-14,氷結晶をまとった白フクロウ,青い鬼火をまとった白い霊体,0.56966,0.85176,0.83711,0.86532,0.10939
G4-08,G4-19,巨大ピアノと触手の魔物,巨大鐘のガーゴイル,0.56963,0.80824,0.80598,0.81035,0.18033
G5-01,G5-27,笑顔で手を差し伸べる白ひげ王,舞台ごと現れた夢劇場の王,0.56958,0.80756,0.84802,0.77021,0.1813
G5-10,G5-29,白毛の巨大獣王,赤黒の宇宙操り人形皇帝,0.56933,0.77724,0.85435,0.70605,0.23012
G3-17,G4-22,城入りスノードームゴーレム,遊園地を背負う巨像,0.5693,0.76821,0.79027,0.74786,0.24475
U2-29,G3-28,青いランタンを持つフード幽霊,鏡の霊体,0.56922,0.78964,0.85832,0.72633,0.20958
U4-06,G4-01,溶岩でできた巨大ゴーレム,大聖堂の鐘を宿す巨像,0.56912,0.80163,0.8833,0.72617,0.18977
U1-19,U2-19,泥をまとったカエル,葉をまとった小型獣,0.56898,0.81795,0.80416,0.83071,0.16277
U4-07,U5-17,泡をまとった青赤の海竜,氷でできた青いドラゴン,0.56877,0.7415,0.74426,0.73894,0.28695
U4-09,G5-13,杖を持つ森の妖精女王,生きた玉座に座る暴君,0.56871,0.78808,0.87612,0.70682,0.21078
G4-09,G4-11,隕石炉の巨人,摩天楼の巨人,0.56862,0.83027,0.84173,0.8197,0.14172
G2-15,G2-24,白いもちの生物,白い羽根の生物,0.56845,0.80142,0.79853,0.80411,0.18835
U3-29,U5-16,赤い子ドラゴン,砂をまとった金色の竜,0.56831,0.71307,0.71572,0.71066,0.33213
U6-19,G3-02,青い氷結晶ゴーレム,ティーポットゴーレム,0.56798,0.6234,0.71824,0.53582,0.47754
U1-09,U5-18,鉱石を掘るモグラ,紫結晶を背負ったモグラ,0.56797,0.79015,0.8583,0.7273,0.20546
U3-24,U4-07,氷をまとった青白いヒツジ,泡をまとった青赤の海竜,0.56793,0.82838,0.87901,0.78164,0.14298
G4-18,G5-16,時計塔の怪物,世界時計の機械神,0.56777,0.74415,0.67523,0.80781,0.28001
G3-13,G4-16,操り人形の格闘家,操り人形の王,0.56752,0.69369,0.6438,0.73978,0.36166
G1-24,G4-06,弁当箱ミミック,黒曜石の音楽箱獣,0.56743,0.71619,0.7833,0.65424,0.32471
U2-27,U4-02,氷をまとった白フクロウ,金青の装飾を持つ聖獣グリフォン,0.56738,0.74549,0.80027,0.6949,0.27677
G5-01,G5-07,笑顔で手を差し伸べる白ひげ王,黒紫の深淵魔王,0.56732,0.7733,0.86858,0.68527,0.23126
G4-01,G4-19,大聖堂の鐘を宿す巨像,巨大鐘のガーゴイル,0.56729,0.83783,0.7892,0.88277,0.12589
G4-03,G5-22,日食仮面の支配者,多色の門を操る次元王,0.56712,0.78605,0.81949,0.75526,0.20992
U5-15,G5-06,太鼓を持つキノコ旅人,巨大な鐘を持つ陽気な山の守護者,0.56705,0.82928,0.84661,0.81332,0.13921
U5-24,G4-09,火山を背負った溶岩ガメ,隕石炉の巨人,0.56699,0.74586,0.748,0.7439,0.27516
U3-10,U6-06,青い鬼火をまとったガイコツ,剣盾を持つガイコツ兵,0.56691,0.65192,0.66816,0.63693,0.42822
G1-26,G2-13,模様タイルの生物,塩入れの生物,0.56686,0.81831,0.82184,0.8151,0.1566
U3-04,U6-14,炎を灯したロウソク幽霊,舌を出す白い幽霊,0.56685,0.70165,0.80472,0.60643,0.34692
U4-23,G5-07,王冠と杖を持つリッチ王,黒紫の深淵魔王,0.56679,0.79716,0.79645,0.79786,0.19092
U4-09,U5-30,杖を持つ森の妖精女王,王冠とローブの黄金スライム王,0.56657,0.80108,0.88157,0.72681,0.18396
U3-08,U4-02,葉でできた小鳥,金青の装飾を持つ聖獣グリフォン,0.56651,0.73507,0.76592,0.70659,0.29149
U5-16,U6-24,砂をまとった金色の竜,水をまとった青い海竜,0.56637,0.66451,0.76559,0.57119,0.40623
U1-18,U3-19,提灯を持つ白い幽霊,巻角を持つ白い子ヒツジ,0.56637,0.79758,0.86954,0.7311,0.18914
U4-09,G5-05,杖を持つ森の妖精女王,冷静な蒼い嵐の皇帝,0.56634,0.77112,0.88491,0.66609,0.23222
G1-12,G1-17,長靴の生物,ハンドベルの生物,0.56622,0.82125,0.78774,0.85228,0.15012
G4-03,G5-13,日食仮面の支配者,生きた玉座に座る暴君,0.56621,0.79049,0.8464,0.73893,0.20027
U4-14,U6-14,青い鬼火をまとう九尾の白狐,舌を出す白い幽霊,0.56615,0.81803,0.83375,0.80358,0.15519
U1-20,U6-01,星をまとった黄色いスライム,笑顔の青いスライム,0.56614,0.56403,0.85067,0.29931,0.5696
U2-27,U5-10,氷をまとった白フクロウ,炎をまとった黒い鳥,0.56607,0.6468,0.84379,0.46483,0.43434
G5-01,G5-03,笑顔で手を差し伸べる白ひげ王,月を背負う優雅な女王,0.56606,0.78275,0.84633,0.72409,0.21252
U1-28,U3-08,氷結晶をまとった白フクロウ,葉でできた小鳥,0.5659,0.70023,0.83748,0.57342,0.34672
U1-30,U4-05,泡をまとった青い子ドラゴン,氷をまとった青いフェニックス,0.56573,0.82868,0.83013,0.82743,0.1367
U6-12,G3-26,青いオオカミ,時計仕掛けのキツネ,0.56568,0.65418,0.7774,0.54042,0.42128
U1-03,U2-18,青い結晶を背負った甲虫,青結晶の殻を持つカタツムリ,0.56568,0.84114,0.86795,0.81646,0.11626
G3-30,G5-16,機械仕掛けの巨大方位磁針,世界時計の機械神,0.56567,0.69662,0.65554,0.73463,0.35203
U6-29,G4-26,王冠と杖を持つ黒いリッチ王,多数の王冠をまとう王,0.56563,0.80285,0.83648,0.77187,0.17859
G4-03,G5-10,日食仮面の支配者,白毛の巨大獣王,0.56548,0.76231,0.8742,0.65902,0.24433
U1-20,U4-01,星をまとった黄色いスライム,王冠とローブをまとったスライム王,0.56546,0.6785,0.8787,0.49362,0.38102
U6-29,G4-17,王冠と杖を持つ黒いリッチ王,ルーレット魔王,0.56546,0.7992,0.84552,0.75649,0.18409
G3-10,G4-22,道路標識ゴーレム,遊園地を背負う巨像,0.56525,0.72663,0.71098,0.74112,0.30194
U1-27,U3-03,鍵を持つ緑のゴブリン,葉の杖を持つ緑の小妖精,0.5652,0.78309,0.77752,0.78834,0.2097
U4-03,U6-02,黒紫の大型ドラゴン,緑の翼竜,0.56513,0.67181,0.83279,0.52316,0.39108
U3-28,U4-01,葉のふたを持つ緑の壺スライム,王冠とローブをまとったスライム王,0.56512,0.73076,0.88322,0.59007,0.29486
U4-16,G3-21,金青の大型昆虫戦士,ケーキ騎士,0.56509,0.75618,0.79263,0.72261,0.25333
U1-28,U4-02,氷結晶をまとった白フクロウ,金青の装飾を持つ聖獣グリフォン,0.56482,0.75052,0.81329,0.69255,0.26184
U1-08,U5-26,青い鬼火をまとった小さなガイコツ,楽器を弾く魔法使いガイコツ,0.56475,0.65898,0.75938,0.56622,0.411
U4-14,U5-20,青い鬼火をまとう九尾の白狐,紫炎をまとった影オオカミ,0.56466,0.69294,0.7657,0.6257,0.35536
G1-12,G1-14,長靴の生物,方位磁針の生物,0.56458,0.82609,0.81446,0.8369,0.13792
U1-17,U4-06,火山岩のダンゴムシ,溶岩でできた巨大ゴーレム,0.56443,0.78608,0.80693,0.76692,0.20279
U1-13,U2-09,サボテンを背負った小型恐竜,葉を背負った小さなカメ,0.56443,0.82993,0.85575,0.80618,0.13125
U1-13,U3-29,サボテンを背負った小型恐竜,赤い子ドラゴン,0.56442,0.77981,0.85075,0.71439,0.21299
U2-10,U5-24,太陽のような炎の精,火山を背負った溶岩ガメ,0.56438,0.75142,0.78921,0.71651,0.25922
G1-12,G2-26,長靴の生物,信号機の生物,0.56438,0.7738,0.80279,0.74712,0.22269
U1-03,U1-28,青い結晶を背負った甲虫,氷結晶をまとった白フクロウ,0.56419,0.81054,0.86366,0.76157,0.16226
U4-09,U6-29,杖を持つ森の妖精女王,王冠と杖を持つ黒いリッチ王,0.56414,0.76179,0.88101,0.65172,0.24168
U4-27,G4-22,歯車を内蔵した森のゴーレム,遊園地を背負う巨像,0.56402,0.77664,0.77682,0.7765,0.21712
U6-19,G3-10,青い氷結晶ゴーレム,道路標識ゴーレム,0.56389,0.59238,0.73462,0.46104,0.51739
U4-03,U6-24,黒紫の大型ドラゴン,水をまとった青い海竜,0.56347,0.70681,0.85547,0.56955,0.32959
U1-30,U3-24,泡をまとった青い子ドラゴン,氷をまとった青白いヒツジ,0.56342,0.82981,0.84124,0.81936,0.12877
U1-25,U5-26,骨が見える青いゾンビ魚,楽器を弾く魔法使いガイコツ,0.5634,0.71837,0.82173,0.62297,0.31054
U1-25,U6-06,骨が見える青いゾンビ魚,剣盾を持つガイコツ兵,0.56335,0.70191,0.7484,0.65902,0.33727
U3-15,U5-21,巻貝を背負った小さなヤドカリ,青金の装甲を持つ巻貝昆虫,0.56326,0.75369,0.81586,0.69635,0.25256
G5-08,G5-12,紅い外套と剣の覇王,仮面とカードを操る道化王,0.56295,0.77123,0.79366,0.75059,0.22311
U2-18,U5-13,青結晶の殻を持つカタツムリ,氷の毛と牙を持つイノシシ,0.5628,0.84446,0.84861,0.84071,0.10324
U4-25,U5-07,雷をまとった青いオオカミ,泡をまとった青赤の海竜,0.56276,0.83551,0.85748,0.81531,0.11773
U3-24,G5-09,氷をまとった青白いヒツジ,氷宮の女帝,0.56274,0.833,0.84483,0.82207,0.12179
U1-28,G5-09,氷結晶をまとった白フクロウ,氷宮の女帝,0.5627,0.84701,0.87237,0.82358,0.09882
U2-04,U3-09,氷結晶を抱く白ウサギ,花を付けた葉のウサギ,0.56267,0.64695,0.79314,0.51191,0.42516
G2-13,G2-24,塩入れの生物,白い羽根の生物,0.56267,0.80256,0.75841,0.84338,0.17128
U2-15,U3-03,葉と角を持つ緑の子ドラゴン,葉の杖を持つ緑の小妖精,0.56248,0.80742,0.79399,0.81992,0.16284
U1-20,U5-01,星をまとった黄色いスライム,泡を出す青いスライム,0.56239,0.55517,0.82479,0.30619,0.57416
U5-17,U5-27,氷でできた青いドラゴン,二つ首の青赤海竜,0.56226,0.7421,0.7596,0.72597,0.26885
U4-15,U4-28,結晶装甲の岩ゴーレム,結晶翼を持つ青紫ドラゴン,0.56223,0.84029,0.86352,0.81884,0.10855
U5-24,U6-11,火山を背負った溶岩ガメ,人型の炎エレメント,0.56217,0.76966,0.79231,0.74875,0.22364
U2-13,U3-24,水をまとった青いカワウソ,氷をまとった青白いヒツジ,0.56213,0.81205,0.80901,0.81494,0.15437
U2-27,U3-14,氷をまとった白フクロウ,青い鬼火をまとった白い霊体,0.56209,0.83574,0.80803,0.86139,0.11562
G1-26,G1-28,模様タイルの生物,ソープボトルの生物,0.56198,0.75799,0.79298,0.72568,0.24216
G4-06,G4-24,黒曜石の音楽箱獣,大地を揺らす太鼓巨人,0.56189,0.80993,0.75727,0.85861,0.1572
U1-18,U4-14,提灯を持つ白い幽霊,青い鬼火をまとう九尾の白狐,0.56186,0.81224,0.83481,0.79145,0.15335
U4-18,G5-05,水と蓮に包まれた女王,冷静な蒼い嵐の皇帝,0.56154,0.76973,0.86775,0.67921,0.22187
U3-21,U5-18,青い結晶を背負った水の生物,紫結晶を背負ったモグラ,0.56153,0.67939,0.83673,0.53407,0.36925
U2-07,U4-16,青い羽のハチ妖精,金青の大型昆虫戦士,0.56148,0.75142,0.82438,0.68413,0.25157
U4-09,G5-02,杖を持つ森の妖精女王,光の小精霊に囲まれた陽気な黄金王,0.56144,0.77677,0.84044,0.718,0.21012
U2-13,U4-21,水をまとった青いカワウソ,金装甲をまとった青い海竜,0.56137,0.77574,0.82738,0.72814,0.2116
G3-02,G4-22,ティーポットゴーレム,遊園地を背負う巨像,0.56134,0.73458,0.70707,0.75998,0.27869
G1-12,G2-28,長靴の生物,ゴム印の生物,0.56111,0.76771,0.81743,0.72185,0.22402
U3-24,U4-15,氷をまとった青白いヒツジ,結晶装甲の岩ゴーレム,0.56103,0.83434,0.8799,0.79229,0.11508
U2-29,U3-30,青いランタンを持つフード幽霊,ランタンを持つ紫の魔法ネコ,0.5608,0.73272,0.83801,0.63559,0.28029
G4-10,G4-23,鏡の迷宮騎士,月望遠鏡の魔導士,0.56069,0.82114,0.82203,0.82041,0.13575
U5-13,G5-09,氷の毛と牙を持つイノシシ,氷宮の女帝,0.56069,0.83665,0.85192,0.82256,0.11045
U5-10,U6-03,炎をまとった黒い鳥,青白い大ワシ,0.56063,0.66557,0.75111,0.58661,0.38942
U4-02,U4-22,金青の装飾を持つ聖獣グリフォン,巨大な炎のフェニックス,0.56061,0.75249,0.91242,0.6048,0.24753
U4-16,U5-21,金青の大型昆虫戦士,青金の装甲を持つ巻貝昆虫,0.56056,0.78763,0.83982,0.73952,0.19007
U4-16,U6-07,金青の大型昆虫戦士,青い重装騎士,0.56041,0.75858,0.81849,0.70338,0.23709
U2-21,U4-06,岩の体と赤いハサミを持つヤドカリ,溶岩でできた巨大ゴーレム,0.56035,0.79427,0.81193,0.77806,0.17869
U1-03,U5-13,青い結晶を背負った甲虫,氷の毛と牙を持つイノシシ,0.56019,0.82614,0.85547,0.7991,0.12626
U4-30,U5-07,雲に乗る金色の天竜,泡をまとった青赤の海竜,0.56014,0.73458,0.85447,0.62383,0.27552
U1-03,U4-15,青い結晶を背負った甲虫,結晶装甲の岩ゴーレム,0.5601,0.81888,0.8481,0.79193,0.13788
G5-01,G5-08,笑顔で手を差し伸べる白ひげ王,紅い外套と剣の覇王,0.56008,0.77848,0.86545,0.69817,0.20375
U5-27,U6-02,二つ首の青赤海竜,緑の翼竜,0.56006,0.67768,0.8063,0.55893,0.36816
G3-20,G4-14,郵便ポストゴーレム,日時計の巨像,0.55994,0.72027,0.81998,0.62817,0.29834
G5-08,G5-10,紅い外套と剣の覇王,白毛の巨大獣王,0.55988,0.73072,0.89375,0.58014,0.28115
U1-28,U2-18,氷結晶をまとった白フクロウ,青結晶の殻を持つカタツムリ,0.55988,0.85092,0.85651,0.84584,0.08504
G4-01,G4-24,大聖堂の鐘を宿す巨像,大地を揺らす太鼓巨人,0.55981,0.83,0.80026,0.85751,0.11897
G3-14,G3-24,レコード円盤戦士,チェスのルーク騎士,0.55979,0.74674,0.77897,0.71707,0.25477
U1-17,U2-10,火山岩のダンゴムシ,太陽のような炎の精,0.55976,0.72459,0.76952,0.6831,0.29082
U4-21,U5-16,金装甲をまとった青い海竜,砂をまとった金色の竜,0.55975,0.67931,0.81437,0.55462,0.36468
U5-30,G5-01,王冠とローブの黄金スライム王,笑顔で手を差し伸べる白ひげ王,0.55975,0.81649,0.86729,0.76963,0.14085
U2-03,G4-22,苔むした丸岩ゴーレム,遊園地を背負う巨像,0.55972,0.72848,0.77004,0.69011,0.28438
U2-18,U3-24,青結晶の殻を持つカタツムリ,氷をまとった青白いヒツジ,0.55959,0.84309,0.85326,0.8338,0.09704
G1-14,G2-18,方位磁針の生物,チーズ片の生物,0.55955,0.83845,0.86572,0.8133,0.1045
U3-21,U4-01,青い結晶を背負った水の生物,王冠とローブをまとったスライム王,0.55942,0.78922,0.80442,0.77529,0.18446
U4-03,U4-21,黒紫の大型ドラゴン,金装甲をまとった青い海竜,0.55931,0.72077,0.89557,0.55931,0.29587
U4-05,U5-17,氷をまとった青いフェニックス,氷でできた青いドラゴン,0.55919,0.83496,0.80069,0.86667,0.10924
U1-28,U3-21,氷結晶をまとった白フクロウ,青い結晶を背負った水の生物,0.55918,0.81681,0.82071,0.81328,0.13884
U6-30,G5-13,王冠と口ひげの黄金スライム王,生きた玉座に座る暴君,0.55917,0.81047,0.85218,0.772,0.14917
G5-01,G5-29,笑顔で手を差し伸べる白ひげ王,赤黒の宇宙操り人形皇帝,0.55915,0.79964,0.83828,0.76396,0.16677
U1-01,U2-20,葉を生やした青い水スライム,泡を出す青いしずくスライム,0.55911,0.64711,0.59389,0.6964,0.41554
U1-14,U1-18,紫炎でできた一つ目の霊体,提灯を持つ白い幽霊,0.5591,0.77604,0.84836,0.70925,0.20515
G5-18,G5-24,天空と大地をまとった地平の女王,巨大な無限方位盤の神,0.55906,0.9017,0.90704,0.89681,0.0
U2-08,G3-28,紫の鬼火に包まれたドクロ,鏡の霊体,0.55901,0.75142,0.87137,0.64061,0.24507
G3-10,G4-01,道路標識ゴーレム,大聖堂の鐘を宿す巨像,0.559,0.76171,0.76544,0.7583,0.22827
U4-10,U6-24,金色の大型ドラゴン,水をまとった青い海竜,0.5588,0.69928,0.81981,0.58799,0.32959
U6-24,G4-20,水をまとった青い海竜,嵐の凧をまとう竜形機械,0.55879,0.75222,0.78654,0.72054,0.24318
U6-06,G3-24,剣盾を持つガイコツ兵,チェスのルーク騎士,0.55874,0.80603,0.79245,0.81867,0.15526
G5-01,G5-05,笑顔で手を差し伸べる白ひげ王,冷静な蒼い嵐の皇帝,0.55869,0.79217,0.85204,0.73693,0.17776
G4-26,G5-05,多数の王冠をまとう王,冷静な蒼い嵐の皇帝,0.55849,0.76659,0.84575,0.69354,0.21895
G3-02,G4-01,ティーポットゴーレム,大聖堂の鐘を宿す巨像,0.55848,0.77164,0.80542,0.74048,0.21069
U4-28,G2-07,結晶翼を持つ青紫ドラゴン,雪の結晶の子,0.55846,0.80558,0.77362,0.83515,0.15526
U4-09,U6-30,杖を持つ森の妖精女王,王冠と口ひげの黄金スライム王,0.55842,0.78918,0.87997,0.70542,0.18191
U4-01,G5-09,王冠とローブをまとったスライム王,氷宮の女帝,0.55829,0.80026,0.85254,0.75199,0.16349
G4-17,G5-03,ルーレット魔王,月を背負う優雅な女王,0.55826,0.72001,0.81019,0.63666,0.29433
G2-07,G5-09,雪の結晶の子,氷宮の女帝,0.55821,0.80244,0.78715,0.81657,0.15974
U2-08,U6-29,紫の鬼火に包まれたドクロ,王冠と杖を持つ黒いリッチ王,0.55815,0.72764,0.86718,0.59871,0.28161
G5-05,G5-27,冷静な蒼い嵐の皇帝,舞台ごと現れた夢劇場の王,0.55808,0.78294,0.82895,0.7405,0.19121
G5-03,G5-07,月を背負う優雅な女王,黒紫の深淵魔王,0.55803,0.72133,0.84557,0.6065,0.2916
U4-03,U5-27,黒紫の大型ドラゴン,二つ首の青赤海竜,0.55785,0.71361,0.85129,0.58643,0.30371
G4-30,G5-06,異次元門の守護者,巨大な鐘を持つ陽気な山の守護者,0.5578,0.75338,0.89348,0.62403,0.2387
U1-02,U6-29,頭に火が灯る小さなゾンビ,王冠と杖を持つ黒いリッチ王,0.55772,0.71249,0.77159,0.65796,0.30519
G5-07,G5-18,黒紫の深淵魔王,天空と大地をまとった地平の女王,0.55771,0.74318,0.86727,0.62848,0.2551
U5-30,G5-13,王冠とローブの黄金スライム王,生きた玉座に座る暴君,0.5577,0.80706,0.85999,0.7582,0.15086
U4-09,G5-08,杖を持つ森の妖精女王,紅い外套と剣の覇王,0.55766,0.73715,0.83665,0.6453,0.26481
G4-06,G4-08,黒曜石の音楽箱獣,巨大ピアノと触手の魔物,0.55759,0.80651,0.82245,0.79181,0.15147
G3-01,G3-23,アコーディオン装甲の獣,ヤカン装甲のゾウ,0.55744,0.77811,0.7902,0.76706,0.19741
U5-08,G3-06,盾と槍を持つカカシ騎士,傘槍の戦士,0.55727,0.69369,0.71527,0.67384,0.33467
G1-14,G2-15,方位磁針の生物,白いもちの生物,0.55719,0.83335,0.89333,0.77792,0.10661
G4-07,G5-29,磁器の女王,赤黒の宇宙操り人形皇帝,0.55717,0.73002,0.77794,0.68574,0.27514
G4-07,G5-27,磁器の女王,舞台ごと現れた夢劇場の王,0.55703,0.71605,0.76724,0.66877,0.29757
U2-11,U2-23,魔女帽子をかぶった黒いカラス,青白いグリフォン,0.55695,0.72804,0.82269,0.64069,0.27779
U1-25,U3-10,骨が見える青いゾンビ魚,青い鬼火をまとったガイコツ,0.55691,0.70619,0.71313,0.69986,0.31334
G4-17,G5-05,ルーレット魔王,冷静な蒼い嵐の皇帝,0.55687,0.74729,0.80045,0.69822,0.24619
U6-29,G5-22,王冠と杖を持つ黒いリッチ王,多色の門を操る次元王,0.55668,0.8013,0.81423,0.78944,0.15757
U6-29,G4-16,王冠と杖を持つ黒いリッチ王,操り人形の王,0.55662,0.77525,0.7925,0.75937,0.19991
U1-08,U4-23,青い鬼火をまとった小さなガイコツ,王冠と杖を持つリッチ王,0.5566,0.69051,0.73058,0.6535,0.3381
G1-25,G4-02,砂時計の精,時計仕掛けの宮殿巨人,0.55658,0.712,0.71971,0.70487,0.30301
U4-03,G4-20,黒紫の大型ドラゴン,嵐の凧をまとう竜形機械,0.5565,0.7347,0.74142,0.72853,0.26574
G5-03,G5-22,月を背負う優雅な女王,多色の門を操る次元王,0.55649,0.74315,0.78672,0.7029,0.25194
G1-19,G2-24,消しゴムの生物,白い羽根の生物,0.55632,0.80344,0.84577,0.76432,0.15312
U2-18,U5-21,青結晶の殻を持つカタツムリ,青金の装甲を持つ巻貝昆虫,0.55625,0.68327,0.81652,0.56025,0.349
U5-18,G4-28,紫結晶を背負ったモグラ,虹結晶の大聖堂,0.55625,0.81654,0.82667,0.80725,0.13156
U3-21,U3-24,青い結晶を背負った水の生物,氷をまとった青白いヒツジ,0.55622,0.81984,0.81082,0.82825,0.12611
U1-20,U3-01,星をまとった黄色いスライム,泡を出す青いスライム,0.55616,0.54513,0.82844,0.28352,0.57416
U6-06,G4-10,剣盾を持つガイコツ兵,鏡の迷宮騎士,0.55605,0.79628,0.80084,0.79217,0.16411
U2-11,U3-16,魔女帽子をかぶった黒いカラス,炎をまとった黒い小鳥,0.55596,0.66294,0.82591,0.51246,0.38141
U4-22,U6-16,巨大な炎のフェニックス,雷をまとった青黄の鳥,0.55592,0.70629,0.8504,0.57331,0.31058
U2-27,G5-09,氷をまとった白フクロウ,氷宮の女帝,0.55589,0.83897,0.86577,0.81421,0.09401
U3-18,U5-22,芽が生えた切り株,湿地をまとった巨大樹,0.55579,0.77,0.70222,0.83263,0.20629
U3-18,U4-27,芽が生えた切り株,歯車を内蔵した森のゴーレム,0.55568,0.80932,0.80563,0.8128,0.14186
U4-06,G4-14,溶岩でできた巨大ゴーレム,日時計の巨像,0.55561,0.73754,0.78333,0.69524,0.25877
U2-27,U5-13,氷をまとった白フクロウ,氷の毛と牙を持つイノシシ,0.55558,0.84225,0.86176,0.8243,0.08785
U2-21,U6-09,岩の体と赤いハサミを持つヤドカリ,苔むした岩ゴーレム,0.55556,0.76566,0.84822,0.68946,0.21275
U6-19,G2-07,青い氷結晶ゴーレム,雪の結晶の子,0.55547,0.79327,0.77099,0.81387,0.16749
U1-11,U4-28,氷の角を持つ白い小悪魔,結晶翼を持つ青紫ドラゴン,0.55526,0.81734,0.81874,0.81609,0.12766
U4-23,G5-22,王冠と杖を持つリッチ王,多色の門を操る次元王,0.55505,0.79414,0.76857,0.81783,0.16496
U4-07,U4-25,泡をまとった青赤の海竜,雷をまとった青いオオカミ,0.55477,0.82263,0.86643,0.78225,0.11773
G2-17,G2-19,マント付きパンケーキ,クルミ殻の精,0.55468,0.89465,0.9242,0.86742,0.0
U3-15,G3-05,巻貝を背負った小さなヤドカリ,時計仕掛けのカニ,0.55453,0.68401,0.72867,0.64288,0.34326
G4-02,G5-17,時計仕掛けの宮殿巨人,紫光を放つ星雲大聖堂,0.55449,0.6975,0.70482,0.69072,0.32116
U2-04,U3-24,氷結晶を抱く白ウサギ,氷をまとった青白いヒツジ,0.55434,0.82737,0.81933,0.83485,0.10888
U2-15,U5-16,葉と角を持つ緑の子ドラゴン,砂をまとった金色の竜,0.55433,0.72772,0.78347,0.67627,0.27145
U4-15,G4-28,結晶装甲の岩ゴーレム,虹結晶の大聖堂,0.55425,0.8263,0.91651,0.74298,0.11039
U1-11,U2-04,氷の角を持つ白い小悪魔,氷結晶を抱く白ウサギ,0.55423,0.82767,0.83526,0.82071,0.1081
U4-09,G5-29,杖を持つ森の妖精女王,赤黒の宇宙操り人形皇帝,0.55422,0.76037,0.8525,0.67531,0.21787
U6-07,G3-14,青い重装騎士,レコード円盤戦士,0.55407,0.70688,0.74889,0.66821,0.30477
G1-19,G2-15,消しゴムの生物,白いもちの生物,0.55368,0.79963,0.85398,0.74947,0.15239
U2-13,U4-07,水をまとった青いカワウソ,泡をまとった青赤の海竜,0.55366,0.79414,0.80818,0.78125,0.16128
